Review Text,Review Title,Review Submit Date and Time
,,2018-03-09T10:35:36Z
콴다 정말 좋아요 비슷한 문제많아서 이해하기쉬움!,,2018-03-09T11:00:25Z
,,2018-03-09T11:05:59Z
,,2018-03-09T11:21:17Z
,,2018-03-09T11:30:10Z
짱!,,2018-03-09T11:36:55Z
매우 굿,,2018-03-09T11:37:32Z
Nice,,2018-03-09T11:44:06Z
너무 조아여~~~,,2018-03-09T11:44:49Z
감사해요,,2018-03-09T11:47:46Z
최고ㅋㅋㅋ,,2018-03-09T11:58:34Z
정말 정확성이 있는 답을 주네요 참 좋아요,,2018-03-09T12:05:04Z
조쿠요,,2018-03-09T12:21:40Z
정말 간단하게 문제를 풀수 있어서 참 편리한것 같네욤!,,2018-03-09T12:37:13Z
선생님들 감사합니다.,,2018-03-09T12:37:51Z
조아요오!! 좋슴다ㅏ!!,,2018-03-09T12:46:20Z
이런 앱 발견하고 나서는 수학이 좀 더 쉬워졌어요! 문제풀이도 1분안에 나오고 무료질문도 할 수있어서 너무 좋은거 같네요. 리뷰 왠만해도 잘 안남기는데 이건 꼭 남겨야 될것 같네요. 정말 추천!!,,2018-03-09T12:49:45Z
와 진짜 너무 좋아요! 어떻게 이런 앱이...항상 수학숙제 하면서 모르는 문제때문에 애먹었거든요!!정말 감사합니다!,,2018-03-09T12:50:42Z
조은대 질문수제한되는게 좀 에러 ㅎㅎ 그래두 편리,,2018-03-09T12:53:31Z
짱짱,,2018-03-09T13:13:02Z
,,2018-03-09T13:14:51Z
진짜 엄청 조음요ㅎ 지금 첨이라 무료 이용권 받아서 쓰고있는데 무료 이용권 다쓰면 가입(유료)할려구요,,2018-03-09T13:15:53Z
좋아요!!!,,2018-03-09T13:36:34Z
진짜 공부잘되고 밖에나가서도 잘활용하는중에여!,,2018-03-09T13:46:25Z
수학 어려운건 그때그때 알아볼수있어서 너무 좋아요 이거 쓰면서부터 공부하면서 폰을 쓰는걸 봐도 공부한다고 이해하세요 너무 좋네요,,2018-03-09T13:46:36Z
,,2018-03-09T13:49:27Z
조금 더 이해하기 쉽게 해설을 해주세요....,,2018-03-09T13:59:09Z
,,2018-03-09T14:00:42Z
이거 짱이예요 근데 기계공학과 이셔서 틀린답 알려주셨어요,,2018-03-09T14:05:18Z
짱짱!!&gt;&lt;♡,,2018-03-09T14:07:14Z
고등과정도 잘 나오고 좋아요,,2018-03-09T14:10:24Z
,,2018-03-09T14:12:31Z
정말 최고에요 이런앱 만들어주셔서 감사합니다,,2018-03-09T14:28:52Z
진짜 좋아요,,2018-03-09T14:32:58Z
이앱을 쓴 후 암이 나았습니다...,,2018-03-09T15:27:57Z
답변이 굉장히 빠르고 좋아요,,2018-03-09T17:57:58Z
정말짱이예요,,2018-03-09T22:35:43Z
,,2018-03-09T22:39:59Z
이거 덕분에 수학성적 늘은 것 같아용♡,,2018-03-09T23:28:55Z
꼭한번 써보시길!! 진짜 짱좋은거같음!!,,2018-03-10T00:31:42Z
편했구 바로바로 풀이를 볼수있어 좋았지만 질문권을 얻기가 좀힘든거 같아요,,2018-03-10T00:37:27Z
정말로 좋은 앱인것 같아서 좋아요,,2018-03-10T00:47:24Z
너무너무 좋고 이 앱 덕분에 시간절약두 많이 했어요!!감사합니다~~,,2018-03-10T01:17:12Z
너무나도 좋고 친절해서 더 좋아요,,2018-03-10T01:36:59Z
"다음에는 사회,국어,과학같은 다양한과제풀이가나왔음좋겠어요~^^",,2018-03-10T01:39:47Z
우워 너무 감사합니다♡♡렉도 다른 앱들에 비해 덜걸리고 어려운 문제도 척척 풀어줘서 너무 편리해요!,,2018-01-22T05:40:31Z
앱 너무좋아요! 원하는 문제랑 똑같은 문제답이 나와요♥애용중~,,2018-03-10T01:56:17Z
수학공부하기 최고...^^b,,2018-03-10T02:00:32Z
,,2018-03-10T02:07:25Z
어려운 문제 풀기에 넘넘 조아용♥,,2018-03-10T02:18:58Z
제가 쓰던 앱중에 제일 최고네요!!,,2018-03-10T02:53:27Z
편하고 너무 좋아요♡♡,,2018-03-10T03:23:42Z
우~~~~~~!!!,,2018-03-10T03:37:43Z
정말 좋아요!,,2018-03-10T04:05:15Z
,,2018-03-10T04:06:43Z
너무좋음,,2018-03-10T04:06:50Z
우와 질문하고 바로 답오네요 이것으로 수학에 대한 어려움이 없어졌어요 감사합니다,,2018-03-10T04:11:17Z
,,2018-03-10T04:14:03Z
진짜 너무 좋아요ㅠㅠ 문제풀다가 모르면 카메라로 찍어서 찾아보고 선생님께 물어보고 앱 만들고 개발하신 분 너무 감사합니다!!,,2018-03-10T04:11:19Z
비슷한 문제를 바로 찾아주니까 도움이 많이 됩니다,,2018-03-10T04:13:13Z
대박 짱,,2018-03-10T04:25:21Z
,,2018-03-10T04:33:17Z
모르는 문제를 해결하고 싶지만 그럴 수 없을때 쓰는데 너무 잘 가르쳐주셔서 좋은 앱인것 같아요,,2018-03-10T04:36:49Z
꼭 설치 하세요!!,,2018-03-10T05:09:08Z
좋아요ㅠㅠㅠ 답도 너무 빨리오고 시험 문제 틀렸는지 안틀렸는지도 궁금했었고 평소 모르는 수학문제도 많았는데 선생님들이 친절하게 가르켜주셔서 너무 감사하네용❤🙆,,2018-03-10T05:27:44Z
진짜 대박신기 짱짱,,2018-03-10T05:38:29Z
이 앱 덕분에 수학이 정말정말 좋아진거같애요♡♡ 모르는 문제 사진을 찍어서 올리면 바로바로 비슷한 문제가 나와서 금방 모르는 문제도 해결이되요 콴다!!! 감사합니당ㅜㅜ!!,,2018-03-10T05:44:11Z
음 풀이과정이 아쉬움,,2018-03-10T06:00:18Z
ㄹㅇ 개참신한 신문물,,2018-03-10T06:07:37Z
,,2018-03-10T06:19:37Z
아주 칭찬 해요 수학 숙제가 아주 쉬어 졌어요!!,,2018-03-10T06:24:34Z
,,2018-03-10T06:25:36Z
이것만 있으면,,2018-03-10T06:29:35Z
사랑합니다 콴다♥,,2018-03-10T06:36:20Z
풀이도 딱 나오고 너무 인생앱이에요 ㅠㅠ 모르는 사람 없었으면 좋겠어요 부족한 게 하나도 없는 앱!,,2018-03-10T06:39:45Z
,,2018-03-10T06:45:26Z
,,2018-03-10T06:45:54Z
너무 좋아요 ㅜㅜ 안그래도 수학 학원 선생님이 돈만 충내는 벌레라 끊었는데 답지를 거기다가 두고와서 가져가기고 그래서 문제집을 못풀고있었는데 찍고 올리면 알아서 검색해주거나 만약 없으면 선생님들께서 풀어주시니 정말... 최고의 앱인거 같습니다 ㅜㅜ,,2018-03-10T06:50:29Z
바로 문제풀리가 나와서 좋은 것 같아요!또 없는 문제는 질문권만 있으면 풀 수 있고 다양한 이벤트로 무료로 질문권을 얻을 수 있는 것도 좋아요!덕분에 문제가 잘 풀리고 이해도 잘되는 거 같아요,,2018-03-10T06:54:56Z
이런 시스템 좋다! !,,2018-03-10T07:10:04Z
진짜 대박이에요. 귀찮게 답지 안봐도 되고 쉽게 검색하고 또 빨리 나오고 선생님한테 질문할수도있어서 좋아요,,2018-03-10T07:16:51Z
짱짱😊😊,,2018-03-10T07:20:20Z
좋음😊😊,,2018-03-10T07:22:31Z
선생님들도 친절하시구 알려주는것도 어렵지않아서 너무좋아요^^,,2018-03-10T07:31:53Z
넘 좋아욤~~♥♥이거만 하면 100점!,,2018-03-10T07:36:16Z
이거 진짜 좋아여 모르는 문제 있을때 쉽게 풀이 해줘요,,2018-03-10T07:41:26Z
문제풀기 쉽고 선생님들이 잘알려줌,,2018-03-10T07:47:40Z
어렵고 해설지를 봐도 이해가 안되는 문제들을 쉽고 빠르게 알수 있어서 정말 좋은 것 같습니다,,2018-03-10T08:01:43Z
캡짱,,2018-03-10T08:07:35Z
진짜진짜좋아요!,,2018-03-10T08:42:26Z
와 저같은 사람한테 꼭! 필요한 앱이네요. 원래 리뷰같은거 잘 안 남기는데 이거는 많은 사람들이 썼으면 해서 리뷰남깁니다(안 그래도 많이들 쓰시고 있겠지만..ㅎㅎ) 제가 학원도 안 다니고 과외도 안 다니고 그렇다고 모르는걸 친구들한테 물어보자니 폐 끼치는거 같고 선생님들 설명은 너무 이해가 안되고.. 수학 때문에 엄청나게 스트레스 받았었는데 문제만 딱 찍으면 알아서 풀이가 나오니 너무너무 좋아요! 혼자 공부하기 딱 좋은 앱이고 조작 자체도 어렵지 않아서 편하게 쓰고 있어요. 지금 깔까 말까 고민하시는 분들 꼭 이거 까세요 진짜 후회 안합니다 bbbb,,2018-03-10T08:37:56Z
,,2018-03-10T08:46:50Z
이걸로 수학이 쉬운것 같아요! 완전 개꿀,,2018-03-10T08:51:54Z
굉장해,,2018-03-10T09:07:43Z
,,2018-03-10T09:12:13Z
모르른 문제도 쉽고 편리하게 풀 수 있어서 좋아요ㅎㅎ,,2018-03-10T08:54:04Z
신기했습니다 제가 모르는 수학문제를 사진으로 찍기만하면 여러회원분들이 풀이한 내용을 여러가지로 볼수있습니다 답지를 보아서도 문제가 이해가지 않는다면 추천하는 어플입니다,,2018-03-10T09:32:55Z
이렇게 좋은앱 만들어주셔서 감사합니다!💕 덕분에 공부 열심히하고있어요!!!,,2018-03-10T09:37:12Z
,,2018-03-10T09:53:42Z
이 앱 쓰고 나서 모르는 수학문제가 없어요!! 정말 편하고 쌤들도 너므 친절하게 설명해주세요!!,,2018-03-10T10:00:12Z
너무 좋아요!,,2018-03-10T10:04:40Z
수학문제 풀때 정말 많은 도움이 되는 혁신적인 앱입니다!,,2018-03-10T10:04:32Z
,,2018-03-10T10:33:44Z
제가 이해를 잘 못하는데 정말로 좋네여,,2018-03-10T10:35:03Z
다 좋은데 앨범에 있는 거는 오류가 발생했다네요 ㅠ,,2018-03-10T10:41:45Z
정말 좋아요!,,2018-03-10T10:55:27Z
진자좋아요 굿구수교ㅜ수ㅛ,,2018-03-10T11:26:16Z
좋아요! 이런앱은 이거밖에 없을듯ㅋ,,2018-03-10T11:38:11Z
와 갸꿀,,2018-03-10T11:41:52Z
,,2018-03-10T11:43:47Z
진짜 개꿀입니다 추천!,,2018-03-10T11:43:53Z
모르는 문제를 풀어줘서 강추 !,,2018-03-10T11:45:27Z
진짜 모를는 무제다 있었는데 잘풀어 줬어요! 짱좋음!!,,2018-03-10T11:48:36Z
,,2018-03-10T11:51:36Z
너무좋아요♡,,2018-03-10T11:54:33Z
,,2018-03-10T12:09:19Z
문제인식도 잘 돼고 풀이도 여러개있어 이해도 잘됩니당 취지가 좋은 앱이에요!,,2018-03-10T12:08:40Z
와!!너무너무 좋습니다. 제가 학원이 힘들어서 그냥 집에서 혼자푸는데 모르는 걸 물어볼 때 되게되게 유용합니다! 적극추천!!!!♡,,2018-03-10T12:09:30Z
문제풀이시간이 꽤 오래걸리네요,,2018-03-10T12:13:44Z
,,2018-03-10T12:22:55Z
,,2018-03-10T12:31:49Z
"유료여서 조금 아쉬운 점이 없잖아 있어요ㅠㅠㅠㅠㅜ!,그래도 이걸 쓰면서 수학이 는거 같아요!",,2018-03-10T12:33:16Z
짱이건무조건 깔아야돼♥♥!!😘,,2018-03-10T12:34:17Z
어려운 수학문제 콴다덕분에 쉽게 풀게 되었어요,,2018-03-10T12:53:55Z
빨라서 좋아요,,2018-03-10T13:06:53Z
,,2018-03-10T13:08:20Z
,,2018-03-10T13:16:38Z
,,2018-03-10T13:22:45Z
좋아요 !,,2018-03-10T13:39:17Z
좋아영 모르는문제를 잘 알려줍니당!!,,2018-03-10T14:02:52Z
엄청 오래걸리겠지 했는데 풀이가 바로바로 나와서 너무좋아요👍,,2018-03-10T14:07:56Z
모르는 문제도 알기 쉽게 정리 되서 나오니깐 좋은 거 같아요 이 앱 덕분에 수학이 조금이라도 쉬워졌요,,2018-03-10T14:07:26Z
"진짜 모르겠는 문제를 아주 잘 알려주기도 하고, 직접 선생님께 물어보다 보니까 재밌기도 하네여♥요즘 추천받아서 쓰는데 엄청 애용하고 있습니다!!",,2018-03-10T14:17:06Z
수학 풀기가 정말 편해졌어요 짱짱 좋아요,,2018-03-10T14:19:19Z
걍좋아요ㅋ,,2018-03-10T14:36:36Z
답을 대놓고 알려주시고 선생님한테 얘기하면 돈줘야되고. ..ㅜ,,2018-03-10T14:38:22Z
와... 짱이다... 이말밖엔 할말이 없다... 제가 고1인데 수학이 좀 약한데 많이 도움되고있어요 ^ㅡ^ 감사합니당,,2018-03-10T15:07:44Z
,,2018-03-10T15:11:09Z
왠만한 앱은 리뷰 안 남기는데 진짜 넘넘 좋은 앱 같아서 리뷰 남겨요 진짜 짱이에요!,,2018-03-10T15:13:11Z
개꿀,,2018-03-10T15:16:13Z
땡큐,,2018-03-10T15:18:03Z
,,2018-03-10T15:21:31Z
헐 광고보고 왔는데 진짜 실제로 써보니까 진짜 좋네요,,2018-03-10T15:34:58Z
좋아요,,2018-03-10T15:58:52Z
광고보고 설치하게 됐는데 밖에서 공부할때 해답지 안 가지고 나와도 괜찮고 선생님한테 자세히 물어볼 수 있는게 좋아요!,,2018-03-10T16:11:19Z
잘 쓰고있습니다.,,2018-03-10T17:10:43Z
정말 저의 베스트 앱입니다!!!! 진짜 너무너무너무너무너무 좋아요!!! 이걸로 다양한 과목 공부계획중이에요. 우선 1:1로 질문도 가능하고 돈을 지불하지않아도 질문권이5일에 한번 생성되니 정말 좋아요~^^ 꼭 질문하지않아도 사진만 찍으면 풀이 다양하게 내가 이해되는걸로 골라볼수있고! 비슷한 유형의문제도 함께 검색되니까 얼마나 좋은지 몰라요!!! 진짜 강력추천입니다.!!,,2018-03-10T17:11:24Z
,,2018-03-10T23:29:09Z
굿,,2018-03-11T00:21:22Z
모르는 문제 알려줘서 정말 좋습니다 ^^,,2018-03-11T00:55:26Z
,,2018-03-11T01:20:15Z
,,2018-03-11T01:35:03Z
그냥 노벨상 급,,2018-03-11T01:34:55Z
,,2018-03-11T01:59:08Z
아 근데 진짜 좋아요 사람들이 많이 써서 깔았는데 비슷한 유형의 문제가 나오니까 너무 편리하고 딴사람한테 물어보는것보다 빠르게 알려줘서 간편한것같아여,,2018-03-11T02:00:16Z
괜찮네요,,2018-03-11T02:03:51Z
짱이에요!! 별 5개보다 더 주고싶어요! 제가 수학을 잘 못하는데 이거 덕분에 이해하기도 쉽게 풀수있고 빨리 풀 수있어서 좋아요!! 이거 만들어주신 분 정말정말 감사합니다!👍👍👍👍👍👍,,2018-03-11T02:12:05Z
,,2018-03-11T02:26:38Z
,,2018-03-11T02:45:02Z
수학숙제 어려운데 도움많이되요 감사해요ㅜ,,2018-03-11T02:53:12Z
좋아요,,2018-03-11T02:58:09Z
,,2018-03-11T03:28:13Z
진짜 이거 쓸까말까 고민하시는분들 고민하지마시고 다운받으시길 짱좋음 강추!,,2018-03-11T03:36:07Z
답지에 풀이가 없어서 이해하기 어려웠는데 이 앱 덕분에 이해하기 쉬워졌어요~~,,2018-03-11T03:43:12Z
너무 좋아요... 진짜 안나올거같은 문제도나오고 짱둏흠♥,,2018-03-11T03:47:18Z
오ㅓ 이어플은 신세계입니다 너무좋아요 ㅠㅡㅠ 간편하고 풀이도있으니까 짱짱좋네요,,2018-03-11T04:11:40Z
,,2018-03-11T04:16:17Z
,,2018-03-11T04:24:10Z
unbelievable,,2018-03-11T04:31:52Z
콴다 좋아용 ! 문제도 잘 알게됬어용,,2018-03-11T04:33:03Z
"무슨 원리인지는 모르겠지만 찍는 문제마다 똑같은 게 10초만에 나오고, 무엇보다 독서실에서 공부할때도 사용하기 좋도록 카메라소리가 안나서 안심했어요!",,2018-03-11T04:33:58Z
테스트하는데 쉬운건대 안돼요 이거좀 검색할수있게 해주세요,,2018-03-11T04:32:36Z
,,2018-03-11T04:39:01Z
좋아요,,2018-03-11T04:43:28Z
짱짱♡,,2018-03-11T04:45:11Z
수학이 혼자하기 어려웠는데 콴다덕에 혼자공부하기가 훨씬 수월해졌어요 좋은거같애요,,2018-03-11T04:47:37Z
정말 좋은 앱임!!,,2018-03-11T04:54:57Z
,,2018-03-11T04:58:37Z
딱딱한 문제집 해설만 보다가 똑똑한 대학생분들이 해설하신거 보니까 이해가 잘 돼요! 다른분이 질문한 문제 답변을 볼 수 있는게 개꿀.,,2018-03-11T04:57:12Z
,,2018-03-11T05:01:28Z
수학이 쉬워지고 재미있어 졌어요,,2018-03-11T05:26:29Z
이앱을 알고나서 수학을 조금 더 재밌게 생각하게 됐어요,,2018-03-11T05:26:53Z
,,2018-03-11T05:28:05Z
,,2018-03-11T05:30:35Z
이앱 추천드립니당 짱입니다 진심,,2018-03-11T05:35:30Z
공부에 많은도움이됩니다!,,2018-03-11T05:44:42Z
완전 좋아요 굿굿,,2018-03-11T06:01:17Z
완젼 좋음,,2018-03-11T06:08:44Z
짱조음,,2018-03-11T06:10:23Z
와 진짜 너무 좋아요 게속 몰르겠던 문제를 손쉽게 어디서든 사용가능하니 정말대박이네요!,,2018-03-11T06:10:48Z
이 앱꼭 까세요 넘 좋아여ㅎㅎ,,2018-03-11T06:21:44Z
,,2018-03-11T06:22:51Z
,,2018-03-11T06:24:54Z
좋네요,,2018-03-11T06:25:35Z
,,2018-03-11T06:26:51Z
쉽게쉽게 내가 모르는 문제를 찾아낼수있어서 좋은것같아요!,,2018-03-11T06:26:44Z
,,2018-03-11T06:27:45Z
학원숙제 구지 선생님께 안물어봐도되서 좋았어용,,2018-03-11T06:27:41Z
진짜 좋네요 이해가 잘돼요!!,,2018-03-11T06:37:58Z
Very good,,2018-03-11T06:44:48Z
학원을 다니지 않다보니 되게 걱정했는데 이제는 걱정할 필요가 없을 것 같네요^^,,2018-03-11T06:44:24Z
좋앙르!,,2018-03-11T06:54:57Z
만족,,2018-03-11T06:57:55Z
매우 좋아요 문제 풀이도 해주시고 무료 질문권노 줘요,,2018-03-11T07:00:57Z
와 정말 좋은 앱이에요~~ 앞으로 엄청 애용할 것 같네요!,,2018-03-11T07:02:47Z
너무 좋아요. 감사합니다.,,2018-03-11T07:10:21Z
평소에 수학을 잘 몰라서 혼자 공부할때 어려움이 많았는데 설명을 해줘서 좋은것 같네요,,2018-03-11T07:14:32Z
만드신분 정말 짱!! 저 이거 덕에 모르는 문제랑 풀이 다 이해가 되서 너무 만족 스러워요ㅠ 얼말나 힘든지 문제릉 포기하고 싶을때 이렇게 도움을 주시니 저는 이 앱만 믿고 가겠습니다 콴다 대박,,2018-03-11T07:18:14Z
어려웠던 문제를 간단하고 이해할 수 있게 풀 수 있었던 것 같아요. 이 앱 너무 마음에 듭니다!!!,,2018-03-11T07:29:09Z
못풀던문제 풀수있어서 좋았어료 감사해요,,2018-03-11T07:38:39Z
너무좋아요,,2018-03-11T07:41:27Z
문제가 검색이 되어 좋네요,,2018-03-11T07:42:42Z
이 앱을 안 뒤에 풀이가 좀 더 쉬워졌어요😍,,2018-03-11T08:01:24Z
,,2018-03-11T08:12:38Z
너무좋아요!!짱짱!!,,2018-03-11T08:16:31Z
,,2018-03-11T08:20:07Z
좋아요,,2018-03-11T08:21:48Z
모르는 문제를 친절하게 알수 있어서 좋은것 같아요,,2018-03-11T08:25:39Z
이번에 공부열심히하려고 이앱 깔았어요!!! 콴다로 공부열심히해서 이번 중간고사때에는 반 1등 노려보려고요!!!!,,2018-03-11T08:26:30Z
정말 쓰기 편하고요. 어려운 문제도 잘 이해할 수 있는 공식을 알려줍니다.,,2018-03-11T08:30:57Z
"이 수학앱을 통해 이해가 더 잘 되고, 선생님들께 직접 물어볼 수 있어서 좋아요!♡",,2018-03-11T08:29:19Z
,,2018-03-11T08:38:58Z
이 앱 되게 좋은 것 같아요❤,,2018-03-11T08:38:35Z
,,2018-03-11T08:41:36Z
참 편한 세상이에요 모르는거 혼자서도 해결할 수 있는☆,,2018-03-11T08:46:02Z
덕분에 모르는 문제도 막히지 않고 잘 해결할 수 있었어요! 정말 좋은 앱인 것 같아요^^,,2018-03-11T08:48:19Z
,,2018-03-11T08:50:31Z
"다 좋은데요, 가넷이 꼭 없으면 ㅠ 문제 풀어주시는게 엄청 나게 늦어지더라고요 ㅠ 그것때고는 다 짱짱 😳",,2018-03-11T08:56:28Z
최애앱이예요,,2018-03-11T08:57:24Z
학원 끊고 이제 수학 모르는거 어떡하지 했는데 이렇게 좋은 앱 만나서 다행이에요ㅠㅠ 인식도 잘되고 진짜좋아요!!!,,2018-03-11T09:05:22Z
,,2018-03-11T09:19:53Z
,,2018-03-11T09:45:41Z
와씨 넘좋은거아닙니까,,2018-03-11T09:45:42Z
정말좋아요!,,2018-03-11T09:50:44Z
다 너무너무 좋은데 좀 비싼거같아요..차라리 질문권하나에 1000원 이런식으로 해주시면 안될까요?,,2018-03-11T09:58:10Z
문제를찍었는데 다른 문제가 나와요,,2018-03-11T10:06:05Z
왜 좋은지 깔아 보면암,,2018-03-11T10:08:29Z
이 앱덕분에 수학 숙제나 모르는게 수월해 졌어요 감사합니다아~~,,2018-03-11T10:10:50Z
ㅋㅋ돈내노라고하는거아님?질문권도 제한돼있고,,2018-03-11T10:10:38Z
정말조아요 ㅎㅎ,,2018-03-11T10:18:36Z
굿 근데 이문제와 같은 유형의 문제가 예제로 나오면 좋겠음,,2018-03-11T10:26:18Z
앱 너무 좋아요 왠만한 문제들은 다 검색되고 검색이 안되는 문제들은 따로 선생님들께 질문할수있어서 더 좋구요,,2018-03-11T10:27:19Z
,,2018-03-11T10:31:32Z
이거 덕분에 어려운 문제도 풀이를 보면서 이해할 수 있게 됐어요!!!,,2018-03-11T10:31:04Z
수학문제 걱정 없이 풀수있게 해주셔서 감사합니다.,,2018-03-11T10:34:58Z
,,2018-03-11T10:42:04Z
,,2018-03-11T10:45:49Z
"수학을 선생님께 계속 질문해서 죄송했는데, 이 어플깔고나서부터 편리해졌어용!!",,2018-03-11T10:45:12Z
이 앱 설치하고 나서는 여러운 문제가 술술 풀려요!선생님께 일일이 물어 볼 필요도 없구요 정말 잘 쓰고있습니다!,,2018-03-11T10:47:02Z
바로바로 답이나와서 좋았습니다,,2018-03-11T10:53:21Z
하 더 정화해진다면서 사진을 잘 찍어도 계속 안나오네,,2018-03-11T10:56:16Z
너무좋아요!,,2018-03-11T11:04:39Z
,,2018-03-11T11:12:56Z
집에서 혼자 공부하는 학생인데 이거 진짜 좋아요! 학원 안다닐때 문제가 질문이 어렵다는건데 이건 질문앱 이라서 꿀입니다+_+,,2018-03-11T11:12:51Z
진짜 유용한 앱 같아요!! 많은 학생분들이 사용하기 바래요,,2018-03-11T11:14:23Z
모르는 수학문제들 선생님께 바로바로 물어보고 싶은데 못물어봐서 콴다 사용해봤는데 선생님께 설명듣는거보다 더 자세히 설명되어 있네요! 진짜 좋아요. 근데 모르는 문제중에서도 나오지 않는 문제들은 질문권이 없으면 좀 불편하네요..,,2018-03-11T11:14:35Z
유용해요,,2018-03-11T11:19:16Z
슈퍼 그레잇!~~,,2018-03-11T11:20:08Z
수학문제 풀어주는 어플을 많이 접해봤는데 이 어플이 제일 이해도도 높고 무엇보다 유사문제가 많이 나와서 다양한 풀이법을 볼 수 있다는 점이 가장 좋은 것 같아요ㅠㅠ 쌤들도 빨리 답변해주셔서 금방 문제를 풀 수 있다는 점 또한 이 어플의 장점이 아닐까 생각... 앞으로도 자주 애용할게요ㅠㅠ♡,,2018-03-11T11:18:13Z
"모르는 수학문제를 잡고 답답한 적이 진짜 많았는데, 콴다 앱 덕분에 모르는 문제도 쉽고 빠르게 해결되서 너무 좋은것같아요 !",,2018-03-11T11:29:43Z
이앱을 발견하고 수학이 쉬워졌어요! 감사합니다!,,2018-03-11T11:36:17Z
진짜 수포자인데 도움이 많이되는 어플인것 같아요,,2018-03-11T11:39:58Z
좋아요,,2018-03-11T11:40:17Z
,,2018-03-11T11:42:29Z
이거 조아요 !!!,,2018-03-11T11:44:02Z
존나좋음,,2018-03-11T11:45:18Z
바쁘신데도 친절하게 문제 풀이해주셔서 캡쳐해놨다가 보면서 공부하니까 정말정말 도움많이됬어용 앞으로도 잘쓸듯,,2018-03-11T11:46:57Z
선생님들이많이없어요ㅜㅜ,,2018-03-11T11:48:44Z
,,2018-03-11T11:49:28Z
,,2018-03-11T11:50:32Z
이앱에서 정확한 질문 나오지도 않고 선생님 한테 질문도 안되고 하.... 괜히 깐듯합니다.... 선생님 한테 원할때 질문하는 시스템이 있었음 합니다,,2018-03-11T11:52:47Z
너무 간편하고 풀이가 정확히나와서 몰랐던 수학문제를 풀수있게됬네요~너무좋아요,,2018-03-11T11:59:07Z
,,2018-03-11T12:00:06Z
,,2018-03-11T12:00:58Z
,,2018-03-11T12:04:17Z
너무너무좋아요!,,2018-03-11T12:07:09Z
완전 좋아요ㅠ☞☜♥♥,,2018-03-11T12:07:27Z
수학을 좀 더 쉽고 빠르게 풀수 있는것 같아요! 이런 앱이 있어서 좋아요,,2018-03-11T12:07:47Z
와 진짜 혼자 공부하는데 도움이 많이되요!,,2018-03-11T12:08:53Z
,,2018-03-11T12:09:52Z
,,2018-03-11T12:09:49Z
너무 좋은데ㅠㅠ 풀이를 좀더 자세하게 알려주셨으면 좋겠어요.......,,2018-03-11T12:10:37Z
넘 조아여,,2018-03-11T12:13:00Z
선생님들이꼼꼼히설명해주십니다!!짱짱,,2018-03-11T12:14:16Z
난갠적으로 겁나 별로다;;,,2018-03-11T12:26:10Z
좋아요,,2018-03-11T12:27:08Z
세상에 이렇게 좋운 앱 처음 봅니다 학생분들 특히 초-중 중-고 이렇게 넘어가눈 분들 갑자기 어려워지니까 이 앱 이용하면 대박적으로 문제 이해잘됩니다!!학원다니는 분들 보다 혼자 문제집 사서 공부하시는 분들 진짜로 이앱 꼭 사세요!! 교무실에 가서 선생님께 물어보기 뭐했는데 이 앱 쓰니까 레알 꿀입니다,,2018-03-11T12:26:49Z
진짜 수학풀기가 너무 쉬워졋습니당,,2018-03-11T12:29:37Z
개좋음,,2018-03-11T12:31:36Z
그냥 질문권 돈주고 구매하라는앱인듯,,2018-03-11T12:34:08Z
"생각보다 더더더더더더 괜찮은 앱이네요! 여러 풀이와, 또 빠른 속도. 굉장히 좋습니다",,2018-03-11T12:34:09Z
,,2018-03-11T12:36:25Z
,,2018-03-11T12:52:55Z
수학 모르는 공식이나 풀이를 볼때 유용해요.,,2018-03-11T12:57:43Z
완전 좋네요♥ 늘 혼자 풀다보면 어려운 문제에서 막혀서 수학이 정말 싫었었는데...사진으로 문제를 찍으면 몇분도 안되서 바로 풀이가 올라오다니...ㅠㅠ 정말 제작자님 너무 감사합니다ㅠㅠ,,2018-03-11T13:02:56Z
좋아요,,2018-03-11T13:08:21Z
정말 좋은 앱! 앞으로도 유용하게 쓸께요~,,2018-03-11T13:10:54Z
유용해요!! 모르는 문제 있을 때 딱히 물어볼 사람도 없고 그랬는데 좋아요 ㅠㅠ,,2018-03-11T13:14:28Z
콴다라는앱을 왜 이제 알았는지 넘모 후회됍니닷ㅠ 모르는 문제도 빨리 해결할 수있고 정말 좋은 앱인것 같아요!,,2018-03-11T13:12:43Z
레알 핵 편함 지식인에 질문하는것 보다 진심 핵!!!!!편함 이거 만드신분 상드려아할듯 합니다 진짜 심각하게 좋아요👍😭,,2018-03-11T13:20:46Z
조ㅗ아요 !!,,2018-03-11T13:26:18Z
제가 학원을 잘 안다녀서 공부하는데 좀 힘들었는데 콴다앱덕에 공부하기 수월해졌어요 근데 평가할때 다써서 완료눌렀는데 오류떠서 2번정도 오류때문에 날렸습니다ㅠ 아쉽지만 덕분에 공부하기 좋아요 감사합니다,,2018-03-11T13:26:36Z
짱이에요!! 수학공부하기 좋은 어플,,2018-03-11T13:33:22Z
좋아요,,2018-03-11T13:38:05Z
학원안다니는데 이앱을 통해서 많이 배우는거 같아요!!,,2018-03-11T13:41:28Z
ㄹㅇ 밥도둑,,2018-03-11T13:41:15Z
,,2018-03-11T13:44:46Z
간단히 한마디 하겠습니당 크~~이 앱 하나면 수학 잘할수있습니당!!!,,2018-03-11T13:49:37Z
